City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
357,savinka,RU,50.0785,47.0994,94.66,14,100,10.25,overcast clouds
358,morondava,MG,-20.2833,44.2833,75.72,62,0,14.23,clear sky
359,tiznit,MA,29.5833,-9.5,109.26,6,68,4.59,broken clouds
360,ahuimanu,US,21.4447,-157.8378,78.51,74,1,13.8,light rain
361,adrar,MR,20.5022,-10.0711,108.39,9,6,6.96,clear sky
362,balagansk,RU,54.0103,103.0544,64.0,79,100,4.88,overcast clouds
363,remontnoye,RU,46.5614,43.6501,81.01,49,100,4.92,overcast clouds
364,champerico,GT,14.3,-91.9167,86.72,79,100,4.34,overcast clouds
365,shingu,JP,33.7333,135.9833,76.91,94,96,4.41,overcast clouds
366,iseyin,NG,7.9667,3.6,82.13,67,80,8.03,broken clouds
367,richards bay,ZA,-28.783,32.0377,70.5,58,80,11.1,broken clouds
368,mahibadhoo,MV,3.7833,72.9667,82.85,73,9,16.64,clear sky
369,alta floresta,BR,-9.8756,-56.0861,87.62,62,4,5.75,smoke
370,uusikaupunki,FI,60.8004,21.4084,63.12,82,99,16.17,overcast clouds
371,sao joao da barra,BR,-21.6403,-41.0511,75.29,74,97,5.59,overcast clouds
372,nueva loja,EC,0.0847,-76.8828,77.02,88,40,4.61,scattered clouds
373,abu dhabi,AE,24.4667,54.3667,100.42,56,0,11.5,clear sky
374,volovo,UA,48.5246,23.5056,84.49,38,0,4.03,clear sky
375,arroyo,ES,41.6096,-4.7969,97.14,12,0,10.36,clear sky
376,norfolk,US,42.1668,-71.2495,77.9,56,1,1.01,clear sky
377,alexandria,EG,31.2156,29.9553,86.54,66,0,11.5,clear sky
378,bonavista,CA,48.6499,-53.1147,77.0,89,68,8.37,broken clouds
379,natal,BR,-5.795,-35.2094,86.22,62,75,14.97,broken clouds
380,avera,US,33.194,-82.5271,81.91,78,100,4.59,overcast clouds
381,york,US,40.1254,-77.0,72.9,54,90,5.75,overcast clouds
382,kati,ML,12.7441,-8.0726,85.41,57,100,1.83,overcast clouds
383,sihora,IN,23.4833,80.1167,81.86,70,95,5.84,overcast clouds
384,santa fe,AR,-31.6333,-60.7,65.01,58,5,4.0,clear sky
385,ferme-neuve,CA,46.7001,-75.4493,62.38,49,6,2.19,clear sky
386,killybegs,IE,54.6333,-8.45,60.51,75,100,14.88,overcast clouds
387,ejura,GH,7.3856,-1.3562,86.68,49,79,3.53,broken clouds
388,huntington,US,38.4193,-82.4452,70.0,90,40,5.75,scattered clouds
389,kapuskasing,CA,49.4169,-82.4331,62.69,67,75,9.22,broken clouds
390,ilulissat,GL,69.2167,-51.1,48.22,87,20,5.75,few clouds
391,ingleside,US,27.8778,-97.2117,86.99,84,1,3.44,clear sky
392,lakhdenpokhya,RU,61.5198,30.1992,62.08,79,49,14.63,scattered clouds
393,zhigansk,RU,66.7697,123.3711,50.38,62,86,8.32,overcast clouds
394,ixtapa,MX,20.7,-105.2,76.23,88,1,4.61,clear sky
395,los llanos de aridane,ES,28.6585,-17.9182,74.95,73,20,17.27,few clouds
396,bengkulu,ID,-3.8004,102.2655,77.18,89,100,3.47,moderate rain
397,mawlaik,MM,23.6333,94.4167,78.08,99,100,1.79,overcast clouds
398,manbij,SY,36.5281,37.9549,95.77,15,0,12.17,clear sky
399,wanning,CN,18.8003,110.3967,81.27,91,100,9.1,overcast clouds
400,youhao,CN,47.8667,128.8333,58.12,93,2,1.23,clear sky
401,new haven,US,41.4001,-72.9329,76.41,59,1,1.99,clear sky
402,nizhniy kuranakh,RU,58.8353,125.4869,65.23,77,100,5.1,overcast clouds
403,mount gambier,AU,-37.8333,140.7667,51.71,87,75,12.66,broken clouds
404,ushtobe,KZ,45.2514,77.9838,70.93,42,100,12.73,overcast clouds
405,aykhal,RU,66.0,111.5,52.7,83,100,5.32,light rain
406,ormara,PK,25.2088,64.6357,80.02,82,99,17.13,overcast clouds
407,cruz alta,BR,-28.6386,-53.6064,57.18,76,0,4.54,clear sky
408,vitim,RU,59.4511,112.5578,68.22,60,31,4.21,scattered clouds
409,kerouane,GN,9.2667,-9.0167,77.49,74,89,8.72,light rain
410,wajima,JP,37.4,136.9,73.51,82,80,6.8,broken clouds
411,saint-pierre,RE,-21.3393,55.4781,69.44,71,20,23.02,few clouds
412,kilindoni,TZ,-7.9139,39.6668,76.64,76,7,16.69,clear sky
413,opuwo,NA,-18.0607,13.84,86.52,15,0,10.65,clear sky
414,sinjai,ID,-5.1241,120.253,76.68,88,63,4.85,broken clouds
415,college,US,64.8569,-147.8028,49.66,88,75,4.61,light rain
416,alice springs,AU,-23.7,133.8833,53.15,32,0,3.44,clear sky
417,vila franca do campo,PT,37.7167,-25.4333,75.61,84,62,11.41,broken clouds
418,pulivendla,IN,14.4167,78.2333,85.14,53,100,11.21,moderate rain
419,kholm,RU,59.2667,32.85,66.58,66,81,12.17,light rain
420,kot diji,PK,27.3427,68.7083,95.02,26,6,17.25,clear sky
421,lucea,JM,18.451,-78.1736,87.66,72,48,3.65,scattered clouds
422,bubaque,GW,11.2833,-15.8333,76.01,88,100,7.18,light rain
423,kloulklubed,PW,7.0419,134.2556,77.5,72,24,9.01,few clouds
424,sartell,US,45.6216,-94.2069,76.1,51,1,1.99,clear sky
425,kota belud,MY,6.351,116.4305,76.86,88,31,5.79,scattered clouds
426,kieta,PG,-6.2167,155.6333,78.87,85,78,3.96,light rain
427,roma,US,43.2128,-75.4557,71.82,70,1,0.0,clear sky
428,senno,RU,59.5336,33.9167,65.41,68,91,11.61,overcast clouds
429,rock sound,BS,24.9,-76.2,82.33,78,100,17.16,overcast clouds
430,korla,CN,41.7597,86.1469,78.94,31,92,5.19,overcast clouds
431,pozo colorado,PY,-23.4923,-58.7972,74.14,37,2,3.8,clear sky
432,port hawkesbury,CA,45.6169,-61.3485,78.04,82,75,5.99,broken clouds
433,saint-leu,RE,-21.15,55.2833,68.83,70,14,14.7,few clouds
434,samoded,RU,63.6083,40.5111,57.56,96,100,9.8,light rain
435,oga,IT,46.4631,10.347,78.69,39,69,5.79,broken clouds
436,mareeba,AU,-17.0,145.4333,65.12,90,29,2.68,scattered clouds
437,umm kaddadah,SD,13.6017,26.6876,90.21,38,90,9.01,overcast clouds
438,north bend,US,43.4065,-124.2243,60.93,94,1,5.75,clear sky
439,gonzales,US,30.2385,-90.9201,87.78,85,1,0.0,clear sky
440,luz,BR,-19.8014,-45.6856,83.19,28,2,3.76,clear sky
441,nemuro,JP,43.3236,145.575,55.71,87,0,9.69,clear sky
442,kautokeino,NO,69.0125,23.0412,51.28,71,100,14.07,overcast clouds
443,panama city,PA,8.9936,-79.5197,82.44,82,20,2.3,few clouds
444,galeana,MX,24.8333,-100.0667,62.31,76,19,0.72,few clouds
445,puerto baquerizo moreno,EC,-0.9,-89.6,69.55,86,90,11.52,overcast clouds
446,san andres,CO,12.5847,-81.7006,84.22,79,40,11.5,scattered clouds
447,puerto del rosario,ES,28.5004,-13.8627,80.35,74,10,10.36,clear sky
448,piterka,RU,50.6803,47.4454,94.14,11,78,9.26,broken clouds
449,chateauneuf-les-martigues,FR,43.3833,5.1667,98.02,38,0,12.66,clear sky
450,bhander,IN,25.7333,78.75,82.89,77,100,9.26,overcast clouds
451,petropavlovsk-kamchatskiy,RU,53.0452,158.6483,48.79,100,20,4.47,few clouds
452,haines junction,CA,60.7522,-137.5108,44.55,93,100,2.3,light rain
453,maniitsoq,GL,65.4167,-52.9,45.5,96,100,6.98,overcast clouds
454,saint-gilles,FR,43.6766,4.4302,98.69,43,0,10.36,clear sky
455,urubicha,BO,-15.3833,-62.95,85.48,23,20,0.72,few clouds
456,daru,PG,-9.0763,143.2092,76.59,88,100,18.48,overcast clouds
457,nyurba,RU,63.2842,118.3319,54.88,87,95,4.18,overcast clouds
458,bay roberts,CA,47.5999,-53.2648,78.55,86,100,3.0,overcast clouds
459,vallenar,CL,-28.5708,-70.7581,62.22,46,100,3.74,overcast clouds
460,lagoa,PT,39.05,-27.9833,70.86,74,17,10.0,few clouds
461,sabha,LY,27.0377,14.4283,94.08,16,0,9.66,clear sky
462,bontang,ID,0.1333,117.5,79.97,83,100,6.69,overcast clouds
463,talnakh,RU,69.4865,88.3972,54.39,91,100,20.62,moderate rain
464,gazanjyk,TM,39.2446,55.5154,93.7,8,0,18.14,clear sky
465,tura,IN,25.5198,90.2201,75.56,98,100,3.91,overcast clouds
466,xining,CN,36.6167,101.7667,66.6,50,97,5.95,overcast clouds
467,fornosovo,RU,59.5689,30.5544,69.46,52,100,8.86,light rain
468,tazovskiy,RU,67.4667,78.7,57.13,74,100,16.15,overcast clouds
469,mayumba,GA,-3.432,10.6554,76.8,80,93,9.89,overcast clouds
470,bogashevo,RU,56.3683,85.1447,64.24,82,0,4.47,clear sky
471,yakeshi,CN,49.2833,120.7333,56.84,77,6,2.1,clear sky
472,wilmington,US,34.2257,-77.9447,87.96,73,40,0.0,scattered clouds
473,magrath,CA,49.4167,-112.8686,61.32,76,41,2.3,scattered clouds
474,baruun-urt,MN,46.6806,113.2792,59.92,77,24,9.4,few clouds
475,rahuri,IN,19.3833,74.65,79.16,66,97,12.19,overcast clouds
476,suez,EG,29.9737,32.5263,97.5,22,0,19.8,clear sky
477,aksarayskiy,RU,46.7924,48.0119,89.55,28,97,13.42,overcast clouds
478,carballo,ES,43.213,-8.691,78.76,76,9,8.93,clear sky
479,lasa,IT,46.6166,10.7002,87.71,46,87,4.16,overcast clouds
480,lahij,YE,13.1667,44.5833,94.28,32,21,10.63,few clouds
481,yaring,TH,6.8662,101.3689,80.26,78,100,2.84,overcast clouds
482,jardim,BR,-21.4803,-56.1381,89.22,29,7,1.23,clear sky
483,araceli,PH,10.5529,119.9913,83.86,70,89,5.03,overcast clouds
484,takoradi,GH,4.8845,-1.7554,79.03,69,57,12.48,broken clouds
485,neuquen,AR,-38.9516,-68.0591,44.49,57,0,2.3,clear sky
486,elizabeth city,US,36.2946,-76.2511,85.03,76,1,1.99,clear sky
487,skegness,GB,53.1436,0.3363,75.42,55,85,15.37,overcast clouds
488,udachnyy,RU,66.4167,112.4,54.25,71,100,4.74,overcast clouds
489,almaznyy,RU,48.0448,40.045,77.14,60,100,2.73,overcast clouds
490,nanakuli,US,21.3906,-158.1547,78.75,76,1,5.75,clear sky
491,sao jose da coroa grande,BR,-8.8978,-35.1478,78.26,66,71,13.65,broken clouds
492,novosergiyevka,RU,52.0934,53.6528,83.89,16,97,2.64,overcast clouds
493,cortez,US,37.3489,-108.5859,69.42,81,20,0.0,few clouds
494,turukhansk,RU,65.8167,87.9833,61.36,91,100,10.02,moderate rain
495,orchard homes,US,46.8633,-114.0484,59.14,67,90,0.0,haze
496,addis abeba,ET,9.025,38.7469,60.21,84,97,1.21,moderate rain
497,bhatkal,IN,13.9667,74.5667,77.94,84,100,5.1,overcast clouds
498,ayolas,PY,-27.4,-56.9,72.39,53,1,5.66,clear sky
499,poya,NC,-21.35,165.15,64.67,78,33,4.92,scattered clouds
500,athabasca,CA,54.7169,-113.2854,60.62,55,75,5.57,broken clouds
501,poum,NC,-20.2333,164.0167,70.72,66,75,21.3,broken clouds
502,sieradz,PL,51.5958,18.7302,84.72,46,100,7.36,overcast clouds
503,saint-francois,FR,46.4154,3.9054,89.47,49,0,6.91,clear sky
504,abashiri,JP,44.0213,144.2697,53.91,88,1,10.69,clear sky
505,marienburg,PL,54.0359,19.0266,75.96,46,44,15.77,scattered clouds
506,kushima,JP,31.4583,131.2333,77.65,94,100,4.23,light rain
507,qax,AZ,41.4225,46.9242,86.99,33,11,8.7,few clouds
508,dauphin,CA,51.1494,-100.0502,77.14,41,1,11.5,clear sky
509,siva,EG,29.2041,25.5195,99.25,19,0,10.25,clear sky
510,emerald,AU,-23.5333,148.1667,66.34,59,90,6.91,overcast clouds
511,san felipe,VE,10.3399,-68.7425,85.17,52,93,6.85,overcast clouds
512,marzuq,YE,14.4,46.4667,85.62,38,75,12.33,broken clouds
513,allapalli,IN,19.4167,80.0667,77.5,94,100,3.49,light rain
514,epernay,FR,49.05,3.95,88.16,44,100,6.44,overcast clouds
515,ust-koksa,RU,50.2696,85.6108,54.27,90,100,1.19,overcast clouds
516,riyadh,SA,24.6877,46.7219,107.74,8,97,11.9,overcast clouds
517,arlit,NE,18.7369,7.3853,102.6,18,7,4.16,clear sky
518,egvekinot,RU,66.3167,-179.1667,41.05,70,14,5.57,few clouds
519,leh,IN,34.1667,77.5833,54.41,57,53,9.48,broken clouds
520,vite,IN,17.2833,74.55,73.96,78,68,12.75,broken clouds
521,bulgan,MN,48.8125,103.5347,63.45,84,100,2.84,overcast clouds
522,tartagal,AR,-22.5164,-63.8013,71.83,23,0,4.34,clear sky
523,omboue,GA,-1.5746,9.2618,79.83,72,82,11.95,broken clouds
524,humberto de campos,BR,-2.5983,-43.4611,88.54,54,33,3.4,scattered clouds
525,jieshi,CN,22.8134,115.8257,81.9,85,15,7.58,few clouds
526,lubango,AO,-14.9172,13.4925,77.34,24,3,8.5,clear sky
527,novyy urengoy,RU,66.0833,76.6333,59.61,68,88,18.61,overcast clouds
528,adre,TD,13.4667,22.2,83.17,51,75,1.72,broken clouds
529,inhambane,MZ,-23.865,35.3833,69.78,64,75,4.61,broken clouds
530,narsaq,GL,60.9167,-46.05,57.42,76,96,1.83,overcast clouds
531,hokitika,NZ,-42.7167,170.9667,47.95,87,100,2.55,overcast clouds
532,breytovo,RU,58.2993,37.8617,68.9,73,100,9.31,overcast clouds
533,inuvik,CA,68.3499,-133.7218,48.96,74,75,3.44,broken clouds
534,hovd,MN,48.0056,91.6419,66.58,53,100,4.14,overcast clouds
535,ajdabiya,LY,30.7554,20.2263,87.01,50,0,26.62,clear sky
536,hasaki,JP,35.7333,140.8333,68.4,87,100,14.56,light rain
537,brae,GB,60.3964,-1.353,53.51,67,100,11.95,overcast clouds
538,najran,SA,17.4924,44.1277,99.25,11,92,19.15,overcast clouds
539,morro bay,US,35.3658,-120.8499,63.48,68,12,5.68,few clouds
540,alyangula,AU,-13.8483,136.4192,75.07,83,90,1.14,overcast clouds
541,oriximina,BR,-1.7656,-55.8661,88.66,55,55,0.96,broken clouds
542,macau,MO,22.2006,113.5461,82.71,89,20,3.44,few clouds
543,lloydminster,CA,53.2835,-110.0016,66.42,63,40,8.05,scattered clouds
544,taunggyi,MM,20.7833,97.0333,65.44,97,100,4.68,overcast clouds
545,dombarovskiy,RU,50.7587,59.5386,80.26,19,49,6.2,scattered clouds
546,hue,VN,16.4667,107.6,77.11,94,40,5.75,scattered clouds
547,saint simons,US,31.1352,-81.3901,85.05,82,40,13.8,scattered clouds
548,rawlins,US,41.7911,-107.2387,66.42,42,1,3.44,clear sky
549,rio gallegos,AR,-51.6226,-69.2181,35.65,93,40,3.44,mist
550,nueva concepcion,GT,14.2,-91.3,82.17,82,100,6.51,overcast clouds
551,lumeje,AO,-11.55,20.7833,88.9,13,0,6.6,clear sky
552,sarangani,PH,5.4033,125.4636,82.65,76,92,13.8,overcast clouds
553,akdepe,TM,42.0551,59.3788,86.09,17,0,12.44,clear sky
554,ulaanbaatar,MN,47.9077,106.8832,68.13,52,40,13.42,scattered clouds
555,rudnogorsk,RU,57.2639,103.7519,56.34,87,100,2.53,overcast clouds
556,arbagar,RU,51.9438,116.2805,65.64,67,99,2.53,overcast clouds
557,dumas,US,35.8656,-101.9732,78.04,64,1,12.66,clear sky
558,lantawan,PH,10.6167,123.9833,78.35,77,100,3.0,overcast clouds
559,bilma,NE,18.6853,12.9164,103.08,19,72,6.67,broken clouds
560,grand-lahou,CI,5.1367,-5.0242,78.31,70,93,8.95,overcast clouds
561,potosi,BO,-19.5836,-65.7531,48.72,9,52,6.93,broken clouds
562,san pedro de ycuamandiyu,PY,-24.0917,-57.0764,82.26,36,4,1.99,clear sky
563,san cristobal,VE,7.7669,-72.225,71.78,57,98,4.47,overcast clouds
564,bairiki,KI,1.3292,172.9752,82.4,78,40,3.44,scattered clouds
565,constitucion,CL,-35.3333,-72.4167,51.22,84,100,13.33,overcast clouds
566,krasnyy chikoy,RU,50.3643,108.7512,61.29,78,4,1.81,clear sky
567,buraydah,SA,26.326,43.975,109.85,8,6,9.06,clear sky
568,bonfim,BR,3.0833,-59.95,75.58,90,98,5.37,overcast clouds
569,ganzhou,CN,28.8184,115.4327,74.37,97,95,0.87,overcast clouds
570,argir,FO,61.9959,-6.7715,50.97,69,97,12.66,overcast clouds
571,zeya,RU,53.75,127.2667,60.03,75,16,3.09,few clouds
572,kulykiv,UA,50.3142,24.8176,85.68,45,58,4.76,broken clouds
573,giaginskaya,RU,44.8621,40.0719,78.01,50,90,7.34,overcast clouds
574,diffa,NE,13.3154,12.6113,91.81,44,98,7.43,overcast clouds
575,palimbang,PH,6.2106,124.1894,79.43,82,82,3.09,broken clouds
576,kijang,KR,35.2442,129.2139,74.93,79,100,12.19,overcast clouds
577,saurimo,AO,-9.6608,20.3916,92.39,13,2,3.29,clear sky
578,port-cartier,CA,50.0334,-66.8654,68.94,58,57,11.23,broken clouds
579,dordrecht,NL,51.81,4.6736,82.22,62,97,7.0,overcast clouds
580,yorkton,CA,51.2167,-102.4677,69.64,43,1,4.61,clear sky
581,belaya gora,RU,68.5333,146.4167,43.95,66,99,7.02,overcast clouds
582,gomel,BY,52.4345,30.9754,85.98,42,40,11.18,scattered clouds
583,naze,JP,28.3667,129.4833,78.04,88,100,8.12,overcast clouds
584,vardo,NO,70.3705,31.1107,53.8,69,54,16.67,broken clouds
585,ankazobe,MG,-18.3167,47.1167,63.01,56,0,9.42,clear sky
586,chazuta,PE,-6.5742,-76.1367,81.45,66,21,1.16,few clouds
587,bobcaygeon,CA,44.5462,-78.542,71.62,37,0,1.77,clear sky
588,hinatuan,PH,8.3722,126.3342,77.97,84,13,1.07,few clouds
589,luau,AO,-10.7073,22.2247,92.75,11,0,3.06,clear sky
590,iwanai,JP,42.9744,140.5089,60.35,90,99,4.36,overcast clouds
591,shirvan,AZ,39.9509,48.8994,86.38,25,96,16.26,overcast clouds
592,toamasina,MG,-18.1667,49.3833,66.2,94,75,13.8,light rain
593,auki,SB,-8.7676,160.7034,76.73,90,75,5.32,broken clouds
594,pangnirtung,CA,66.1451,-65.7125,43.2,94,100,3.29,overcast clouds
595,harrison,US,30.4091,-89.0436,85.3,76,1,5.75,clear sky
596,perth,AU,-31.9333,115.8333,60.98,72,0,6.91,clear sky
597,alappuzha,IN,9.49,76.3264,78.49,84,100,10.4,light rain
598,presidencia roque saenz pena,AR,-26.7852,-60.4388,68.61,38,0,4.29,clear sky
599,paso de carrasco,UY,-34.8603,-56.0522,50.45,100,90,4.61,mist
600,kitob,UZ,39.0843,66.8332,77.58,20,0,2.84,clear sky
601,nuristan,AF,35.3,70.8333,46.2,76,7,4.21,clear sky
602,vaitape,PF,-16.5167,-151.75,78.48,74,9,10.13,clear sky
603,leshukonskoye,RU,64.8989,45.7622,59.32,97,100,9.66,moderate rain
604,kozyatyn,UA,49.7143,28.8339,82.38,39,2,5.88,clear sky
605,sao benedito do rio preto,BR,-3.3336,-43.5283,92.86,39,24,2.15,few clouds
606,nago,JP,26.5881,127.9761,82.56,87,2,7.07,clear sky
607,sept-iles,CA,50.2001,-66.3821,69.06,74,75,5.99,broken clouds
608,toccoa,US,34.5773,-83.3324,80.28,78,40,4.61,scattered clouds
609,guarapari,BR,-20.6667,-40.4975,75.09,77,87,9.89,overcast clouds
610,jam sahib,PK,26.2958,68.6292,95.02,49,7,23.09,clear sky
611,sorong,ID,-0.8833,131.25,75.52,92,100,4.32,overcast clouds
612,portland,US,45.5234,-122.6762,69.75,84,40,4.61,scattered clouds
613,chicama,PE,-7.8447,-79.1469,61.34,76,89,3.74,overcast clouds
614,zarate,AR,-34.0981,-59.0286,61.83,56,6,3.06,clear sky
615,eureka,US,40.8021,-124.1637,59.63,95,67,4.12,broken clouds
616,ludvika,SE,60.1496,15.1878,63.03,59,98,9.22,overcast clouds
617,phanat nikhom,TH,13.4458,101.1844,82.27,95,100,6.53,light rain
618,oistins,BB,13.0667,-59.5333,86.09,70,20,11.5,few clouds
619,marinhais,PT,39.0473,-8.7024,99.64,24,28,14.63,scattered clouds
620,vao,NC,-22.6667,167.4833,68.23,72,84,21.43,broken clouds
621,bugiri,UG,0.5714,33.7417,75.94,50,41,6.91,scattered clouds
622,key west,US,24.5557,-81.7826,87.8,70,20,14.97,few clouds
623,vuktyl,RU,63.8567,57.3094,65.3,55,57,4.72,broken clouds
624,kualakapuas,ID,-3.0091,114.3876,77.16,93,99,3.51,overcast clouds
625,kuldiga,LV,56.974,21.9572,64.09,65,21,13.53,few clouds
626,bayangol,RU,50.6977,103.4656,58.66,96,100,2.66,overcast clouds
627,awjilah,LY,29.1081,21.2869,98.08,16,0,15.64,clear sky
628,el cope,PA,8.6167,-80.6,74.86,75,100,1.66,overcast clouds
629,nishihara,JP,26.1842,127.7558,81.68,89,20,9.22,few clouds
630,rokytnice nad jizerou,CZ,50.7256,15.4336,82.35,52,97,6.17,overcast clouds
631,arvika,SE,59.6553,12.5852,65.01,66,100,3.06,overcast clouds
632,camopi,GF,3.1655,-52.3158,87.21,56,69,1.19,broken clouds
633,kodinsk,RU,58.6881,99.1844,55.56,87,24,3.38,few clouds
634,leczyca,PL,52.0596,19.1997,85.08,46,100,9.22,overcast clouds
635,noumea,NC,-22.2763,166.4572,64.38,81,23,7.87,few clouds
636,bonwapitse,BW,-23.0766,26.7037,68.23,43,0,11.21,clear sky
637,nizhniy kislyay,RU,50.8497,40.1719,78.3,54,100,5.48,overcast clouds
638,comodoro rivadavia,AR,-45.8667,-67.5,49.86,43,0,2.3,clear sky
639,akyab,MM,20.15,92.9,81.63,85,99,11.45,moderate rain
640,sira,IN,13.7453,76.9092,76.96,67,100,15.79,overcast clouds
641,aksha,RU,50.2814,113.2867,58.66,89,11,2.75,few clouds
642,orahovac,XK,42.3994,20.6547,91.53,18,0,3.8,clear sky
643,tonota,BW,-21.4833,27.4833,68.83,42,0,12.48,clear sky
644,yerbogachen,RU,61.2767,108.0108,60.49,93,100,9.55,overcast clouds
645,golden,US,39.7555,-105.2211,77.67,46,75,1.99,broken clouds
646,cacequi,BR,-29.8836,-54.825,67.05,61,12,5.84,few clouds
647,ugoofaaru,MV,5.6667,73.0,82.49,77,57,16.6,broken clouds
648,moindou,NC,-21.6924,165.677,64.35,75,20,3.56,few clouds
649,aksarka,RU,66.5606,67.7975,55.63,72,88,16.71,overcast clouds
650,los alamos,US,35.8881,-106.307,67.05,73,1,1.01,clear sky
651,hinton,CA,53.4001,-117.5857,66.11,56,98,2.62,overcast clouds
652,necochea,AR,-38.5473,-58.7368,57.04,53,11,9.55,few clouds
653,la esperanza,GT,14.8667,-91.5667,57.92,80,90,0.0,overcast clouds
654,bohodukhiv,UA,50.1647,35.5276,84.24,21,76,8.19,broken clouds
655,imbituba,BR,-28.24,-48.6703,66.09,76,82,5.41,broken clouds
656,kailua,US,21.4022,-157.7394,78.78,73,1,13.8,light rain
657,shelburne,CA,44.0787,-80.2041,67.77,51,6,6.17,clear sky
658,intipuca,SV,13.1969,-88.0544,83.19,69,100,1.3,overcast clouds
659,novosokolniki,RU,56.3463,30.1578,64.69,80,100,9.24,light rain
660,victor harbor,AU,-35.5667,138.6167,55.9,79,27,9.1,scattered clouds
661,udomlya,RU,57.8794,34.9925,70.07,55,100,6.91,overcast clouds
662,liberal,US,37.0431,-100.921,75.15,78,1,11.5,clear sky
663,seymchan,RU,62.8833,152.4333,46.56,79,71,3.87,broken clouds
664,bolanos de calatrava,ES,38.9069,-3.6635,106.79,9,40,6.91,scattered clouds
665,czersk,PL,53.7959,17.9765,66.49,52,93,10.45,overcast clouds
666,derzhavinsk,KZ,51.1,66.3167,74.62,28,7,3.09,clear sky
667,ayan,RU,56.45,138.1667,62.92,83,86,2.93,overcast clouds
668,uray,RU,60.1247,64.7758,66.92,63,100,5.84,overcast clouds
669,manicore,BR,-5.8092,-61.3003,80.55,83,40,6.91,scattered clouds
670,caravelas,BR,-17.7125,-39.2481,77.88,58,3,6.04,clear sky
